SNAPSHOT_ID,PERFORMANCE_MONTH,REGION,STRATEGY_MODE,OTIF_PCT,FILL_RATE_PCT,NET_SALES_GROWTH_PCT,LEAD_TIME_DAYS,ORDER_FLEXIBILITY_SCORE,FORECAST_MAPE_PCT,FORECAST_BIAS_PCT,NPI_COUNT,GROSS_MARGIN_PCT,EBITDA_MARGIN_PCT,COGS_USD,SGA_USD,OEE_PCT,FIRST_PASS_YIELD_PCT,PURCHASING_PRICE_INDEX,ROCE_PCT,FREE_CASH_FLOW_USD,CASH_CONVERSION_CYCLE_DAYS,DIOH_DAYS,DSO_DAYS,DPO_DAYS,ASSET_TURNS,CYCLE_STOCK_VALUE,SAFETY_STOCK_VALUE,PIPELINE_STOCK_VALUE,ANTICIPATION_STOCK_VALUE,STRATEGIC_STOCK_VALUE,TOTAL_INVENTORY_VALUE,NOPAT_USD,WORKING_CAPITAL_DELTA_USD,FIXED_ASSET_DELTA_USD,CAPITAL_EMPLOYED_USD,EVA_USD
220,2024-07-01,EUROPE,GROWTH,89.08,88.37,6.86,9.4,92.0,5.6,5.1,2,39.11,20.05,57730869.45,18849267.47,60.0,91.7,102.28,14.24,11087458.83,45.8,43.7,50.7,59.3,1.86,9415340.1,6434295.03,7092605.51,1585601.7,2961817.63,27489659.98,10770204.02,-923520.99,606266.18,88845904.4,1885613.58
221,2024-07-01,EUROPE,MARGIN,90.98,90.47,10.12,9.0,92.5,16.1,-1.3,4,35.77,18.38,57875258.13,11218892.12,73.2,94.4,100.84,17.3,10709496.57,57.7,66.6,44.0,46.4,1.76,6688336.07,8752610.21,6615503.36,1394265.23,2348808.14,25799523.01,10097570.67,-562644.04,-49281.86,103410435.02,-243472.83
222,2024-07-01,EUROPE,CASH,92.23,91.34,6.51,15.8,75.0,23.1,4.0,4,44.96,22.98,79479572.34,16370475.54,69.8,95.5,102.66,15.89,7243887.02,28.1,63.1,32.6,38.7,1.73,5309706.03,4924269.61,2196799.25,1085586.93,4580400.12,18096761.94,6616376.94,64991.29,-692501.38,116233975.6,-5007020.62
223,2024-07-01,ASIA_PACIFIC,GROWTH,91.39,90.29,7.39,13.6,85.9,21.5,-1.3,7,28.6,14.8,67054166.06,13637255.21,81.2,95.4,93.34,16.83,12711924.07,43.3,69.4,37.2,51.4,3.11,6044803.17,8041875.47,6123698.03,517569.85,4690289.62,25418236.13,12565385.83,774039.35,-920577.58,90294618.34,3535924.0
224,2024-07-01,ASIA_PACIFIC,MARGIN,84.36,85.0,11.37,13.9,70.8,15.1,1.6,5,44.59,22.8,75653282.66,13464692.87,76.7,99.0,95.29,12.12,16575392.97,34.5,63.8,25.0,47.6,2.4,7456315.74,3764956.12,6766305.35,523195.09,2085525.58,20596297.88,14730453.5,-926895.92,-918043.56,119189373.39,2811516.16
225,2024-07-01,ASIA_PACIFIC,CASH,84.8,85.0,9.31,16.8,93.8,28.5,-2.2,3,42.51,21.75,61092134.33,14860575.42,75.9,90.0,106.76,22.91,10071589.3,43.4,39.8,43.5,67.0,3.04,11858762.75,8832898.97,3499753.89,1416674.89,3340779.14,28948869.65,8137821.43,-1144795.16,-788972.71,85673775.9,-429556.16
226,2024-07-01,LATAM,GROWTH,93.89,91.6,10.72,12.2,85.2,14.5,1.8,3,22.29,11.65,57265503.37,11717099.89,80.5,95.3,99.98,14.18,10546840.96,30.0,59.0,42.9,43.2,2.79,14737425.82,7643538.28,4449425.12,840810.64,3924411.93,31595611.79,10298338.89,515620.58,-764122.65,91599495.71,1138389.32
227,2024-07-01,LATAM,MARGIN,90.48,90.03,4.06,5.1,79.4,15.5,1.6,3,37.31,19.16,73852186.44,11812502.56,77.5,98.2,105.26,15.49,11944320.71,34.0,43.3,33.7,45.6,3.37,7522528.34,6739542.87,6942810.5,530506.83,4772082.84,26507471.38,12120079.61,-390821.29,566580.18,95398348.91,2580244.72
228,2024-07-01,LATAM,CASH,88.21,87.87,5.53,17.5,76.4,12.3,-0.5,2,21.74,11.37,59500530.68,16773039.59,74.1,87.8,105.44,19.2,10249680.07,68.6,58.6,30.9,39.7,2.97,13733914.58,5764931.89,4010051.42,712744.41,2511187.3,26732829.6,7895827.05,-1736431.34,-617421.69,103087989.86,-2412971.94
229,2024-08-01,NORTH_AMERICA,GROWTH,92.54,90.24,9.62,13.7,73.8,23.0,5.5,2,32.74,17.24,63556071.34,17969475.04,64.0,91.2,94.98,16.28,10306698.44,54.6,64.6,41.4,37.3,3.22,8595431.45,3880616.35,5535989.87,870866.53,1811974.24,20694878.44,10904261.03,192085.99,405476.6,83876693.08,2516591.72
230,2024-08-01,NORTH_AMERICA,MARGIN,93.63,93.95,13.62,13.2,80.6,26.5,1.0,5,43.61,22.67,50418470.56,16571188.39,77.4,93.0,100.29,17.67,8181863.14,48.2,45.4,44.6,54.6,2.74,5855995.53,4284205.19,6550422.04,266597.35,4267511.94,21224732.06,8650939.2,784125.63,-315049.56,104459794.11,-1795040.21
231,2024-08-01,NORTH_AMERICA,CASH,88.6,88.88,6.25,11.9,79.9,21.7,0.8,3,32.61,17.17,55358866.3,13377479.97,70.2,96.0,96.92,19.65,9736130.26,39.0,53.3,41.0,66.6,2.74,7590351.44,7960737.04,3289127.64,288627.37,1804546.17,20933389.66,9184494.97,-92984.5,-458650.79,100341555.66,-849660.59
232,2024-08-01,EUROPE,GROWTH,92.55,93.01,9.78,9.9,86.2,15.4,2.5,4,29.75,15.74,73552155.85,18215776.92,87.2,92.0,100.72,18.24,9737713.21,51.7,50.1,37.1,45.0,2.41,12858084.84,6237197.72,7645794.73,824306.74,2850477.09,30415861.12,10544891.14,-128967.08,936145.01,87191912.54,1825699.89
233,2024-08-01,EUROPE,MARGIN,93.05,92.52,7.57,5.0,74.3,22.6,3.3,3,37.79,19.76,72306328.09,15807371.4,71.5,94.6,96.56,20.49,9822980.36,50.0,63.2,47.7,37.7,3.22,11183463.07,3791698.18,2937988.63,765053.23,2587557.57,21265760.68,8881330.81,-1092651.59,151002.04,86830411.34,198289.68
234,2024-08-01,EUROPE,CASH,95.86,94.94,-0.15,14.1,89.0,25.3,2.7,2,32.26,17.0,50111589.82,12415062.27,68.9,92.8,96.69,20.0,9341994.36,32.4,50.3,43.1,36.9,1.63,14315350.49,7083330.37,5230305.12,786008.82,1837151.05,29252145.85,10097231.72,-206059.09,961296.44,95198398.09,577391.91
235,2024-08-01,ASIA_PACIFIC,GROWTH,92.32,91.94,5.75,11.0,87.4,21.3,1.7,4,23.29,12.51,55389778.67,16891090.81,77.1,94.9,104.67,14.3,11609486.03,41.7,65.4,25.0,42.8,2.39,9139260.58,4890409.26,3241022.66,1025649.17,2664868.12,20961209.8,10650722.83,-1530096.4,571333.2,114346882.2,-783965.39
236,2024-08-01,ASIA_PACIFIC,MARGIN,85.5,85.26,3.31,11.0,90.3,15.3,1.7,5,37.8,19.77,50090626.14,12479324.5,69.1,91.8,91.62,15.92,12864042.47,36.9,43.4,46.2,51.8,2.08,12049111.33,3596403.34,5900554.71,1025208.9,4824884.69,27396162.97,14277914.79,882345.68,531526.64,117285356.62,2549379.13
237,2024-08-01,ASIA_PACIFIC,CASH,90.83,91.69,5.86,11.8,89.5,23.4,6.3,1,26.87,14.3,75385815.98,14523234.78,89.5,94.9,90.68,21.19,9463432.08,44.6,67.6,39.4,67.4,3.11,8193168.8,4765416.82,7735512.8,1349039.91,2829266.44,24872404.76,9243890.18,-294375.77,74833.88,86270517.9,616838.39
238,2024-08-01,LATAM,GROWTH,95.85,95.73,5.96,11.8,74.3,20.5,2.9,8,25.95,13.84,77437533.06,10910363.15,83.9,89.3,93.04,19.18,11500510.54,38.0,43.9,32.4,55.2,2.19,10136333.84,8621318.67,4241901.78,706311.46,1382760.46,25088626.21,11482091.77,-377522.44,359103.67,96527779.15,1829313.86
239,2024-08-01,LATAM,MARGIN,87.99,88.01,6.89,18.0,83.2,19.5,-4.5,4,36.39,19.06,65392316.55,16707472.0,60.3,90.5,95.02,17.44,13047504.08,56.2,65.5,42.6,58.2,3.49,7215271.52,6244834.87,4821944.29,1289323.03,4051196.21,23622569.93,13473550.54,-388439.88,814486.33,80381558.16,5435394.72
240,2024-08-01,LATAM,CASH,88.78,89.19,4.74,15.9,86.9,12.3,-2.9,6,31.02,16.38,79880383.5,11799996.17,72.4,91.2,95.97,17.09,11734891.66,20.0,75.1,33.1,48.7,2.94,14503797.51,9708293.81,2586243.65,258205.01,1644400.09,28700940.07,10025476.07,-1918393.56,208977.96,113936709.06,-1368194.84
241,2024-09-01,NORTH_AMERICA,GROWTH,91.14,90.68,14.03,15.5,87.7,15.2,-0.2,6,28.07,15.04,54672548.69,18804219.03,76.6,92.7,102.74,9.94,11198835.82,40.5,41.2,40.9,53.9,2.17,10838582.67,5600243.38,4693470.34,737169.32,1814142.09,23683607.8,9337237.03,-1857551.4,-4047.39,96483744.39,-311137.41
242,2024-09-01,NORTH_AMERICA,MARGIN,84.47,87.0,3.07,9.6,76.6,14.2,7.1,1,28.39,15.2,57914182.25,10120699.35,78.2,96.6,103.63,18.61,8158950.06,57.7,40.0,47.6,48.2,3.19,5869395.61,4560650.06,3128351.4,628019.35,3633135.13,17819551.55,10189373.64,1851481.98,178941.61,104230379.57,-233664.31
243,2024-09-01,NORTH_AMERICA,CASH,94.8,95.83,3.47,15.5,81.4,18.9,1.9,1,33.28,17.64,71732670.21,14038110.05,79.4,91.6,93.14,18.18,8658849.85,58.1,47.4,39.2,60.1,1.8,8132507.4,8275662.97,3320397.53,588531.15,4462908.95,24780008.0,7147445.02,-863583.4,-647821.42,94238735.63,-2276428.54
244,2024-09-01,EUROPE,GROWTH,99.0,99.0,8.22,11.3,89.8,15.7,1.2,3,32.15,17.08,56914845.12,13275662.94,70.2,95.2,92.27,11.69,8677750.28,53.9,53.6,45.9,42.8,2.18,6964826.52,4760011.07,3041432.86,1157835.3,4418469.85,20342575.61,7098928.42,-1921557.87,342736.02,99675038.38,-2868575.41
245,2024-09-01,EUROPE,MARGIN,91.21,93.77,2.81,13.1,81.9,14.1,4.6,6,30.57,16.29,51733645.91,11406533.39,76.0,93.0,106.05,12.94,13278191.61,44.9,70.5,29.7,56.8,2.21,9958194.73,8125665.4,2526637.48,868180.66,4583248.41,26061926.68,12166319.37,-385805.52,-726066.73,97491265.93,2417192.77
246,2024-09-01,EUROPE,CASH,93.94,95.54,4.11,15.1,71.0,18.1,10.0,1,22.81,12.4,59055039.83,16502969.74,78.8,97.4,101.69,20.9,9555517.4,45.0,50.9,41.6,55.4,2.38,5838737.39,9949627.85,2763094.72,272348.38,4514123.0,23337931.34,8290057.3,-951548.11,-313911.99,95658170.83,-1275759.79
247,2024-09-01,ASIA_PACIFIC,GROWTH,91.56,93.52,12.73,4.1,86.2,21.3,1.3,4,30.85,16.42,65172268.95,18171021.33,75.8,92.0,94.25,13.65,15168602.98,42.4,38.2,56.7,49.8,3.12,6243453.17,4499902.67,2386944.08,774293.54,3488117.92,17392711.38,13610088.21,-1948974.08,390459.31,104624975.87,3147590.63
248,2024-09-01,ASIA_PACIFIC,MARGIN,87.83,88.54,5.35,15.1,85.2,21.9,6.4,6,42.57,22.28,79414123.93,14938470.15,88.7,93.9,96.26,19.03,5651510.55,60.9,55.7,56.4,33.7,2.55,11981169.24,5176811.15,2597983.53,472467.18,4327141.2,24555572.31,5097003.55,-711677.7,157170.7,85601792.49,-3463175.7
249,2024-09-01,ASIA_PACIFIC,CASH,89.32,89.64,1.34,10.2,81.6,23.0,1.1,5,29.85,15.92,61811575.09,12274217.29,65.0,95.7,90.98,17.21,5988360.01,47.7,68.4,29.1,53.3,3.21,10943317.34,7155273.81,2985109.78,323463.57,4920207.77,26327372.28,6713245.44,437781.19,287104.25,106704068.54,-3957161.41
250,2024-09-01,LATAM,GROWTH,96.17,96.04,5.69,4.2,88.0,21.1,-2.1,6,31.71,16.86,72088396.96,15713395.28,87.4,91.2,107.93,9.03,5731645.85,32.9,61.4,35.2,38.9,2.45,9505365.39,3081514.3,5340872.86,861524.32,3367657.62,22156934.49,5667502.55,385898.31,-450041.62,84657820.96,-2798279.55
251,2024-09-01,LATAM,MARGIN,88.41,89.28,2.28,15.6,91.8,8.3,1.6,3,27.57,14.78,67346893.59,14981296.74,88.5,91.2,105.83,16.37,12159736.44,43.7,76.0,37.1,41.6,1.79,12249102.72,6052338.09,5780207.47,540575.94,2204636.08,26826860.29,10795363.69,-532168.67,-832204.08,91466423.25,1648721.37
252,2024-09-01,LATAM,CASH,91.06,90.67,7.6,11.0,93.1,14.9,3.2,3,30.51,16.25,74573219.79,15471276.43,82.2,92.5,100.55,13.25,4204464.17,35.3,73.4,25.0,53.0,2.98,5300202.26,5780592.71,5427920.09,1153124.61,3066944.18,20728783.85,5407850.13,302198.03,901187.93,92600331.01,-3852182.97
253,2024-10-01,NORTH_AMERICA,GROWTH,95.33,95.72,8.03,7.7,87.6,23.4,2.1,3,34.97,18.35,54146962.6,13990404.52,76.7,95.8,107.42,11.59,14484563.59,51.6,69.2,32.3,45.9,1.79,8379699.79,6288918.04,3984757.95,1146846.79,2317414.1,22117636.67,14799144.33,448634.64,-134053.9,89035256.52,5895618.68
254,2024-10-01,NORTH_AMERICA,MARGIN,86.1,85.75,9.07,15.2,79.8,19.5,1.7,5,34.43,18.08,59776704.3,14756550.31,82.0,96.6,96.88,18.13,8552711.17,67.8,62.7,38.3,30.0,2.73,12174035.55,9603088.78,5166633.25,888746.86,2844134.27,30676638.72,11028075.32,1751058.24,724305.92,119439662.89,-915890.97
255,2024-10-01,NORTH_AMERICA,CASH,85.4,85.69,11.02,16.2,80.0,19.2,4.2,5,30.23,15.98,66325403.48,15434698.7,70.5,91.0,103.99,18.26,10649028.44,35.6,44.8,34.9,57.0,2.63,12339203.7,5877330.35,4130790.58,729181.19,2636786.58,25713292.4,9971538.16,-15698.09,-661792.2,85391431.4,1432395.02
256,2024-10-01,EUROPE,GROWTH,91.38,91.83,13.56,9.8,85.0,21.2,4.3,3,31.21,16.47,71854128.37,10000528.27,77.7,97.1,103.81,13.99,13891994.66,56.3,57.0,37.4,49.3,2.16,9078849.27,3797616.89,6056850.73,1083384.35,3883572.88,23900274.11,14539208.04,1615926.79,-968713.41,112568350.68,3282372.97
257,2024-10-01,EUROPE,MARGIN,90.89,89.79,11.16,12.0,79.2,27.8,1.9,6,37.66,19.7,76709076.71,13839488.94,66.9,93.3,99.77,16.77,13021967.29,47.3,39.1,45.6,60.3,2.15,10321179.72,4864643.49,7396718.51,1353924.1,2610445.75,26546911.57,12368168.32,-1509667.37,855868.4,99037688.7,2464399.45
258,2024-10-01,EUROPE,CASH,87.04,85.76,2.75,19.3,79.5,19.4,-0.8,2,28.96,15.35,68998504.47,18107206.73,87.9,93.5,96.68,16.68,7034944.05,40.9,57.1,45.6,64.7,3.14,12748584.02,3907943.81,4722522.56,848996.13,3749559.65,25977606.17,5447514.34,-879463.52,-707966.19,91857628.99,-3738248.56
259,2024-10-01,ASIA_PACIFIC,GROWTH,89.14,89.6,13.12,10.1,73.5,22.3,-0.7,4,28.9,15.32,74042504.33,19434281.07,88.6,91.1,104.86,23.05,5311653.65,27.4,72.4,29.8,41.2,3.27,10383263.72,6955516.54,7692229.51,1323754.99,4502868.15,30857632.91,5984946.42,-19776.22,693068.99,90604930.46,-3075546.63
260,2024-10-01,ASIA_PACIFIC,MARGIN,90.31,90.6,2.43,18.9,83.5,15.8,3.4,2,31.31,16.52,74290227.74,16956776.63,82.9,95.1,105.06,22.05,12018950.43,56.5,50.9,44.3,54.6,1.83,6823351.84,9596106.57,6530409.22,490021.95,2350843.1,25790732.68,12657842.93,865905.05,-227012.55,97648044.09,2893038.52
261,2024-10-01,ASIA_PACIFIC,CASH,90.59,90.4,8.55,9.8,80.2,16.1,4.1,0,36.43,19.08,74167424.79,17913527.24,83.4,88.9,103.7,22.07,12946442.68,20.0,51.7,26.4,56.3,3.5,9192492.49,4357957.69,3709116.06,846875.12,3125323.17,21231764.53,10813665.57,-1232906.17,-899870.95,111231419.33,-309476.36
262,2024-10-01,LATAM,GROWTH,93.48,91.78,6.62,5.8,82.7,18.8,3.4,4,35.18,18.46,50677090.9,16869274.17,70.6,94.5,97.07,11.49,9402088.96,50.0,34.4,46.5,50.3,2.6,8780310.62,3056757.38,2055515.13,793314.6,2953339.65,17639237.39,7940033.89,-796323.71,-665731.37,102395724.06,-2299538.52
263,2024-10-01,LATAM,MARGIN,82.93,85.0,3.64,14.6,72.6,14.9,-2.0,1,44.78,23.26,58719289.08,12974926.7,68.6,90.5,111.11,18.55,10042364.93,39.4,51.1,37.1,45.8,2.26,9323963.6,8800670.0,6937328.41,467018.28,3804564.53,29333544.82,7963480.77,-1080695.83,-998188.33,109022729.9,-2938792.22
264,2024-10-01,LATAM,CASH,91.13,92.78,5.04,12.3,93.0,19.5,0.9,1,34.11,17.92,74395464.42,19546376.52,83.0,96.5,92.99,20.73,14488921.44,40.2,27.7,39.0,46.3,1.86,8417118.79,7785896.82,2118099.29,1123671.18,2948064.16,22392850.25,14257885.49,48679.82,-279715.77,116370601.74,2620825.32
265,2024-11-01,NORTH_AMERICA,GROWTH,92.45,91.27,8.63,6.3,83.3,19.1,0.6,5,42.62,21.81,77870626.57,13779683.56,60.0,96.0,105.5,5.91,9624337.68,32.1,57.1,43.6,49.3,3.28,14560197.1,4503145.88,5099985.56,1638030.39,3227377.65,29028736.59,9636758.06,435996.44,-423576.06,83540892.61,1282668.8
266,2024-11-01,NORTH_AMERICA,MARGIN,86.63,85.0,5.22,14.8,72.9,17.8,6.2,2,37.07,19.03,51013674.53,15931559.96,88.5,96.2,108.97,18.0,7537334.6,51.4,78.0,27.8,38.5,2.74,13447091.67,5928683.36,4645130.68,1459925.41,4097909.68,29578740.8,6867329.94,-608125.34,-61879.32,93837980.71,-2516468.13
267,2024-11-01,NORTH_AMERICA,CASH,89.97,90.16,5.07,9.3,78.9,18.3,6.4,2,37.96,19.48,71538110.71,17428215.02,72.1,89.8,89.81,17.15,6316268.32,39.7,48.3,28.6,61.9,3.13,6023944.63,3430540.16,2308006.23,1015262.75,2348951.0,15126704.76,5508539.69,-902952.6,95223.97,88844930.52,-3375953.36
268,2024-11-01,EUROPE,GROWTH,96.0,94.25,7.84,14.3,79.7,14.7,4.9,3,24.73,12.87,79480647.19,18602478.11,64.5,90.7,98.76,14.13,11608827.79,41.6,58.8,30.1,59.6,1.9,12372276.77,7897991.54,3477624.4,1930963.57,1417485.83,27096342.12,11878986.45,889244.67,-619086.01,117549995.53,123986.9
269,2024-11-01,EUROPE,MARGIN,87.87,85.0,6.48,8.4,84.1,23.5,3.5,2,37.76,19.38,65922518.07,15898343.94,83.7,91.1,99.41,16.94,8859990.57,62.8,44.5,52.4,46.6,2.66,8216624.71,3925132.44,4258325.23,1526460.14,4129583.23,22056125.76,7006163.71,-1352417.56,-501409.3,91493213.33,-2143157.62
270,2024-11-01,EUROPE,CASH,86.64,85.0,2.61,12.3,83.8,23.7,4.3,5,22.66,11.83,63517474.78,12855250.72,71.3,90.9,98.15,18.5,5703715.97,40.0,54.5,46.0,30.0,1.88,10083116.94,3167828.13,3878152.13,1784769.26,3215766.94,22129633.4,7980425.23,1342282.84,934426.41,95324057.34,-1551980.51
271,2024-11-01,ASIA_PACIFIC,GROWTH,92.74,90.19,6.65,11.6,74.7,17.0,7.0,6,35.13,18.06,73102670.94,14623284.97,86.3,89.8,102.8,13.9,12655412.07,56.5,65.7,31.1,43.4,1.57,9988510.24,4505596.6,3631164.36,646984.17,3873840.71,22646096.08,12140870.23,-1446897.89,932356.05,109437415.68,1197128.66
272,2024-11-01,ASIA_PACIFIC,MARGIN,91.98,90.74,7.15,16.9,94.7,21.3,3.6,2,37.02,19.01,57281449.6,19916730.53,72.7,93.5,107.77,17.87,5979185.63,49.7,55.2,53.1,35.7,2.23,6064817.63,6442998.1,6610806.77,737882.8,2077960.2,21934465.51,6974037.34,1701058.57,-706206.86,103020808.68,-3328043.53
273,2024-11-01,ASIA_PACIFIC,CASH,94.73,94.44,6.78,14.8,80.4,16.3,1.2,7,28.68,14.84,57585649.36,15174012.9,73.7,96.1,104.56,18.44,4947190.21,56.3,29.1,35.0,63.0,3.0,12683999.29,3624445.91,3266948.22,1228730.37,1080046.89,21884170.69,5149611.98,56123.28,146298.5,90581851.45,-3908573.16
274,2024-11-01,LATAM,GROWTH,89.8,89.62,5.42,11.0,94.8,19.5,5.1,3,26.87,13.94,69837959.19,14093449.21,69.8,92.8,105.65,16.05,12734356.16,49.1,86.3,41.5,50.6,1.61,9939871.8,8541480.51,4854224.47,1289090.74,4084544.19,28709211.71,13954127.11,1982065.79,-762294.84,86502682.75,5303858.84
275,2024-11-01,LATAM,MARGIN,92.22,91.18,6.58,7.5,76.6,20.3,-2.0,1,39.09,20.05,77998292.37,18060165.05,89.4,91.5,90.06,13.76,12823451.55,62.9,31.3,47.7,57.2,3.11,10605393.52,5324517.24,2929650.71,1835810.4,3086398.05,23781769.92,11929717.94,-288706.17,-605027.44,80201020.13,3909615.92
276,2024-11-01,LATAM,CASH,90.96,88.94,5.05,15.5,79.8,18.6,3.9,2,30.11,15.55,53007241.11,17177605.45,75.8,89.0,98.08,15.54,14585576.09,42.8,66.8,45.2,73.1,1.68,12170479.39,3589893.91,6871170.2,1608087.15,3918426.6,28158057.25,11798181.25,-1833616.17,-953778.66,113236899.63,474491.29
277,2024-12-01,NORTH_AMERICA,GROWTH,93.05,90.74,9.97,3.0,86.8,10.9,0.1,4,31.37,15.68,69840143.42,12893524.1,84.1,97.5,102.99,20.25,8432953.12,33.6,47.8,61.7,45.1,2.63,13745052.95,8244520.16,7631513.57,634745.73,1048719.34,31304551.75,7535010.16,-920815.77,22872.81,93235483.51,-1788538.19
278,2024-12-01,NORTH_AMERICA,MARGIN,98.96,95.54,10.1,8.2,92.7,22.4,2.5,2,36.04,18.02,51813096.35,14432534.41,86.5,93.4,107.21,17.22,4640516.86,44.7,30.9,38.5,51.6,3.22,12496257.52,3951203.05,2399767.99,2940199.22,4827967.08,26615394.85,6862449.38,1320708.97,901223.55,99413795.89,-3078930.21
279,2024-12-01,NORTH_AMERICA,CASH,86.98,85.0,6.32,6.7,70.4,16.6,0.6,1,31.57,15.79,69316037.83,17629488.79,72.5,95.4,107.15,13.78,10823110.6,51.7,39.9,50.3,46.8,2.63,6761539.13,7250866.69,4859744.96,2664252.48,1128438.32,22664841.58,12594865.69,916134.97,855620.12,115442958.68,1050569.82
280,2024-12-01,EUROPE,GROWTH,96.8,92.58,15.46,14.5,83.2,16.6,-1.4,2,31.08,15.54,72714517.41,19852073.26,71.2,89.7,102.82,12.73,11664366.81,52.1,43.7,49.0,58.1,2.51,10581341.58,8348651.0,5716107.84,1080334.78,1003772.17,26730207.37,13099131.2,1615069.05,-180304.65,98408264.73,3258304.73
281,2024-12-01,EUROPE,MARGIN,91.53,88.87,3.86,15.2,75.5,16.0,-1.2,5,44.77,22.38,69673888.4,14970236.48,79.5,94.1,106.92,13.66,4622441.54,37.9,46.3,33.2,30.0,1.84,9421541.14,3397883.99,7870966.79,1971083.89,3227808.37,25889284.18,5320635.17,864695.51,-166501.88,104492451.55,-5128609.98
282,2024-12-01,EUROPE,CASH,91.4,89.37,10.19,14.0,87.0,23.5,-0.1,0,33.64,16.82,72628469.99,10205109.19,95.0,96.6,110.24,23.91,7473695.94,35.2,55.7,46.4,49.4,2.3,5942430.66,4201857.95,2615207.23,2031482.02,1376841.45,16167819.32,7493757.88,874125.27,-854063.33,115626667.04,-4068908.82
283,2024-12-01,ASIA_PACIFIC,GROWTH,98.83,98.33,8.79,13.7,85.4,6.1,0.3,4,35.85,17.93,51593618.73,17955818.37,77.8,87.5,106.88,14.55,9440591.37,20.0,55.5,30.8,43.0,1.63,13579519.45,5739646.65,7332159.29,1100567.92,2120865.63,29872758.94,9170552.36,-1072838.89,802799.88,89164664.56,254085.91
284,2024-12-01,ASIA_PACIFIC,MARGIN,88.28,86.63,3.33,12.2,93.2,19.9,4.9,1,36.93,18.46,61278797.29,16400487.97,84.3,90.1,101.02,20.75,9108014.86,37.2,40.9,36.6,45.1,3.08,11266436.83,8093153.4,6075899.99,1676251.8,2551594.12,29663336.14,9947943.55,1498807.94,-658879.24,113965289.92,-1448585.44
285,2024-12-01,ASIA_PACIFIC,CASH,91.68,89.33,6.3,11.9,87.7,15.0,3.7,2,34.31,17.15,66256405.2,10912448.41,77.3,97.4,102.4,15.9,10408533.03,53.3,46.6,49.1,44.7,2.59,10703873.25,9344479.48,6704370.68,2056289.67,2260225.99,31069239.07,11789454.24,1860126.49,-479205.28,109003840.76,889070.17
286,2024-12-01,LATAM,GROWTH,97.33,95.37,16.11,13.5,86.7,23.8,1.9,5,32.36,16.18,79524948.78,10199014.84,73.3,95.1,100.35,9.79,14022543.69,71.2,50.5,36.4,60.6,2.36,8181752.1,4866924.01,7801910.11,900185.26,4149303.35,25900074.83,11990274.14,-1838048.7,-194220.84,90116472.22,2978626.92
287,2024-12-01,LATAM,MARGIN,84.73,85.0,5.59,13.5,94.9,22.4,-0.8,5,32.66,16.33,70315721.71,14840389.4,80.2,99.0,92.95,13.57,16255438.66,46.8,44.1,44.8,33.8,3.41,11190930.95,4005841.25,5134239.58,518049.87,2266385.39,23115447.05,14782694.86,-563716.88,-909026.92,114964151.84,3286279.68
288,2024-12-01,LATAM,CASH,92.04,90.97,5.04,13.5,73.6,12.8,3.7,5,31.53,15.76,52670095.34,16939921.08,80.2,92.0,102.2,13.79,7829818.35,37.4,70.3,33.5,47.5,2.77,7327302.42,6439443.63,7234793.14,2280158.55,3319847.92,26601545.67,6664142.84,-999772.97,-165902.54,111454695.44,-4481326.7
289,2025-01-01,NORTH_AMERICA,GROWTH,94.59,93.12,5.21,12.6,91.6,17.6,2.3,7,39.61,19.3,64805010.92,11783982.52,83.1,99.0,111.66,19.05,8446089.39,48.8,20.0,49.9,44.6,1.82,8650253.04,9331317.49,5019370.07,2160548.67,4990054.98,30151544.26,10130694.23,1107441.31,577163.53,112560669.42,-1125372.71
290,2025-01-01,NORTH_AMERICA,MARGIN,88.6,87.08,0.11,12.3,85.0,11.3,5.3,3,37.63,18.32,57119531.13,12886663.03,72.6,93.2,101.87,14.12,14424224.08,50.3,46.9,47.2,49.4,2.23,10905896.58,7271250.03,2923844.78,3229581.63,4140811.47,28471384.49,14379878.65,791188.13,-835533.56,113026857.84,3077192.87
291,2025-01-01,NORTH_AMERICA,CASH,92.02,88.44,1.34,12.2,79.3,18.1,0.8,4,25.76,12.38,71482804.47,13942582.35,69.2,88.3,106.48,12.12,9337923.04,34.5,86.2,46.9,53.4,1.76,11937412.99,8316932.84,7117903.81,3811783.97,2066624.77,33250658.37,11770819.72,1975092.41,457804.27,99039267.61,1866892.96
292,2025-01-01,EUROPE,GROWTH,97.18,94.35,10.01,6.6,70.2,14.0,0.4,5,31.41,15.2,70840151.89,17694853.87,74.9,91.4,106.3,19.41,7032964.91,44.8,71.5,46.5,30.0,2.93,7946489.03,3350131.75,4923497.36,1805169.21,2006052.16,20031339.51,7447895.19,1395010.8,-980080.52,81977897.47,-749894.56
293,2025-01-01,EUROPE,MARGIN,89.18,86.8,10.61,11.6,84.6,18.6,0.2,2,38.18,18.59,72193891.16,17059366.18,70.8,99.0,101.84,10.51,8983117.93,39.5,65.4,46.2,48.1,3.41,9424913.14,7528626.96,4964754.45,2665906.16,3176800.01,27761000.71,10341898.92,1494238.41,-135457.42,107156120.83,-373713.17
