BRIDGE_ID,PERFORMANCE_MONTH,REGION,SCENARIO_ID,PREDICTED_FCF_USD,PREDICTED_ROCE_PCT,PREDICTED_SAFETY_STOCK_USD,PREDICTED_PIPELINE_STOCK_USD,LEAD_TIME_IMPACT_FCF,FORECAST_ERROR_IMPACT_SAFETY,BATCH_SIZE_IMPACT_CYCLE,FCF_LOWER_BOUND,FCF_UPPER_BOUND,ROCE_LOWER_BOUND,ROCE_UPPER_BOUND,MODEL_SOURCE
1374,2025-05-01,ASIA_PACIFIC,6,10335540.76,17.25,7357465.03,7646984.08,-400000,422000.0,765500.27,8930309.74,12082183.77,15.65,19.13,XGBOOST
1375,2025-05-01,ASIA_PACIFIC,7,10240885.39,14.52,6286956.95,8941743.61,-650000,422000.0,706902.21,8554296.7,11573460.24,12.95,15.83,XGBOOST
1376,2025-05-01,ASIA_PACIFIC,8,10496281.35,17.2,7635996.88,6613730.23,-150000,422000.0,753058.41,9118316.26,12336545.53,15.65,19.13,XGBOOST
1377,2025-05-01,ASIA_PACIFIC,9,8762803.95,18.16,7797642.59,5724846.98,-100000,416000.0,709878.0,7617737.9,10306351.27,16.52,20.2,XGBOOST
1378,2025-05-01,ASIA_PACIFIC,10,8304305.13,18.35,9844335.7,6825954.5,-350000,416000.0,815972.42,7063720.6,9556798.45,16.52,20.2,XGBOOST
1379,2025-05-01,ASIA_PACIFIC,11,7690529.87,15.08,7681448.14,7519386.31,-600000,416000.0,858448.65,6786711.95,9182022.04,13.82,16.9,PROPHET
1380,2025-05-01,ASIA_PACIFIC,12,8467735.39,18.35,10313845.31,5851233.26,-100000,416000.0,811429.53,7202224.92,9744186.66,16.52,20.2,XGBOOST
1381,2025-05-01,LATAM,1,15398052.53,13.34,4389489.34,2730895.86,100000,258000.0,1231464.48,13118024.99,17747916.16,12.02,14.7,XGBOOST
1382,2025-05-01,LATAM,2,13766106.35,13.19,5064240.73,3046819.75,-150000,258000.0,1501796.0,12013349.2,16253354.8,12.02,14.7,XGBOOST
1383,2025-05-01,LATAM,3,13741991.43,10.46,4483770.63,3586567.41,-400000,258000.0,1293215.07,11461011.3,15506074.12,9.32,11.4,PROPHET
1384,2025-05-01,LATAM,4,14473195.19,13.37,5404895.51,2739916.7,100000,258000.0,1684996.47,12289518.14,16626995.14,12.02,14.7,XGBOOST
1385,2025-05-01,LATAM,5,11573080.64,15.05,8084564.81,2101879.57,-150000,314000.0,1547677.77,9793178.58,13249594.55,13.52,16.52,XGBOOST
1386,2025-05-01,LATAM,6,10818652.83,15.16,9919018.65,2449872.57,-400000,314000.0,1514467.3,9032543.35,12220499.83,13.52,16.52,XGBOOST
1387,2025-05-01,LATAM,7,9920527.8,11.87,7844012.53,2651140.92,-650000,314000.0,1249525.39,8652225.74,11705952.47,10.82,13.22,PROPHET
1388,2025-05-01,LATAM,8,10912508.62,15.06,10224813.58,2104500.05,-150000,314000.0,1237441.75,9222702.16,12477773.51,13.52,16.52,XGBOOST
1389,2025-05-01,LATAM,9,4658662.26,25.89,3056184.55,3150270.81,-100000,404000.0,867168.4,3798446.32,5139074.43,22.82,27.89,XGBOOST
1390,2025-05-01,LATAM,10,4254094.6,25.69,3717820.18,3619371.06,-350000,404000.0,743901.16,3522195.68,4765323.56,22.82,27.89,PROPHET
1391,2025-05-01,LATAM,11,3986932.83,22.37,2935782.51,4034882.84,-600000,404000.0,791224.57,3384070.36,4578448.13,20.12,24.59,PROPHET
1392,2025-05-01,LATAM,12,4115708.16,25.02,3695694.19,2943679.89,-100000,404000.0,857809.87,3591258.34,4858761.28,22.82,27.89,XGBOOST
1393,2025-06-01,NORTH_AMERICA,1,12594706.5,9.07,8023710.47,2226320.19,100000,324000.0,605519.09,10481535.41,14180900.85,8.07,9.87,PROPHET
1394,2025-06-01,NORTH_AMERICA,2,11429244.09,9.02,9396361.68,2521235.31,-150000,324000.0,444687.02,9598879.8,12986719.72,8.07,9.87,XGBOOST
1395,2025-06-01,NORTH_AMERICA,3,11269959.79,6.11,8217790.72,2931648.67,-400000,324000.0,549829.41,9157551.99,12389629.16,5.37,6.57,XGBOOST
1396,2025-06-01,NORTH_AMERICA,4,11210581.6,8.84,9355995.91,2115248.12,100000,324000.0,605310.04,9819543.7,13285265.01,8.07,9.87,XGBOOST
1397,2025-06-01,NORTH_AMERICA,5,11796892.27,22.82,7247814.64,5710959.21,-150000,382000.0,1187613.5,10226442.48,13835775.13,20.74,25.34,PROPHET
1398,2025-06-01,NORTH_AMERICA,6,11320169.95,23.27,9128097.4,6832912.38,-400000,382000.0,920100.54,9432155.69,12761151.81,20.74,25.34,XGBOOST
1399,2025-06-01,NORTH_AMERICA,7,10454267.0,19.87,7269907.48,7446877.63,-650000,382000.0,881765.55,9035012.29,12223840.16,18.04,22.04,XGBOOST
1400,2025-06-01,NORTH_AMERICA,8,11167313.47,22.87,9202616.04,5740578.27,-150000,382000.0,1031027.16,9630727.39,13029807.64,20.74,25.34,XGBOOST
1401,2025-06-01,NORTH_AMERICA,9,12804154.11,25.38,4932545.89,4163233.5,-100000,580000.0,1257126.33,10715906.35,14497990.95,22.66,27.7,XGBOOST
1402,2025-06-01,NORTH_AMERICA,10,11505166.12,24.98,5904403.41,4706651.84,-350000,580000.0,1098016.85,9936567.71,13443591.61,22.66,27.7,PROPHET
1403,2025-06-01,NORTH_AMERICA,11,11239288.84,22.19,4859881.54,5469203.15,-600000,580000.0,1336624.98,9546898.39,12916391.94,19.96,24.4,XGBOOST
1404,2025-06-01,NORTH_AMERICA,12,11945846.57,25.21,6298980.72,4108243.3,-100000,580000.0,1267094.67,10131402.37,13707191.44,22.66,27.7,XGBOOST
1405,2025-06-01,EUROPE,1,4969383.47,9.23,5942936.06,7707374.69,100000,306000.0,791170.88,4308931.17,5829730.4,8.39,10.25,XGBOOST
1406,2025-06-01,EUROPE,2,4616056.31,9.29,7124012.37,8934522.75,-150000,306000.0,762550.5,3946073.81,5338805.74,8.39,10.25,PROPHET
1407,2025-06-01,EUROPE,3,4253763.3,6.19,5822605.68,9708838.2,-400000,306000.0,718843.61,3764645.13,5093343.41,5.69,6.95,XGBOOST
1408,2025-06-01,EUROPE,4,4753620.56,9.32,7447281.0,7869770.58,100000,306000.0,812938.11,4036788.15,5461536.91,8.39,10.25,PROPHET
1409,2025-06-01,EUROPE,5,15001990.78,22.25,6650157.9,5827850.96,-150000,480000.0,673861.49,13157686.12,17801575.34,20.34,24.86,XGBOOST
1410,2025-06-01,EUROPE,6,14096648.28,22.46,8201377.1,6827895.51,-400000,480000.0,891660.68,12135729.92,16418928.71,20.34,24.86,XGBOOST
1411,2025-06-01,EUROPE,7,13791481.4,19.68,6919740.59,7883328.88,-650000,480000.0,872312.35,11624751.82,15727605.4,17.64,21.56,PROPHET
1412,2025-06-01,EUROPE,8,14655697.73,22.66,8713902.45,6045490.35,-150000,480000.0,906077.78,12391218.97,16764590.37,20.34,24.86,XGBOOST
1413,2025-06-01,EUROPE,9,16214378.68,18.71,5558141.84,6133938.48,-100000,306000.0,1227239.0,13920573.45,18833717.02,16.92,20.68,PROPHET
1414,2025-06-01,EUROPE,10,15130629.99,18.77,6909541.22,7201706.51,-350000,306000.0,1109936.85,12908168.11,17463992.15,16.92,20.68,XGBOOST
1415,2025-06-01,EUROPE,11,14666027.73,15.84,5642978.89,8303418.98,-600000,306000.0,1136556.35,12401965.44,16779129.71,14.22,17.38,XGBOOST
1416,2025-06-01,EUROPE,12,15549727.0,18.84,7296006.1,6221874.11,-100000,306000.0,1410402.38,13161269.44,17806423.36,16.92,20.68,XGBOOST
1417,2025-06-01,ASIA_PACIFIC,1,9163963.78,7.01,5871206.86,6113423.54,100000,332000.0,845574.27,7720690.0,10445639.42,6.28,7.68,XGBOOST
1418,2025-06-01,ASIA_PACIFIC,2,8180906.48,6.92,6763951.2,6810811.3,-150000,332000.0,669453.0,7070526.63,9566006.62,6.28,7.68,XGBOOST
1419,2025-06-01,ASIA_PACIFIC,3,7961289.92,3.99,5838119.36,7815819.88,-400000,332000.0,608680.14,6745444.95,9126190.23,3.58,4.38,XGBOOST
1420,2025-06-01,ASIA_PACIFIC,4,8886041.41,7.13,7458079.92,6327658.78,100000,332000.0,804622.96,7233067.48,9785914.82,6.28,7.68,XGBOOST
1421,2025-06-01,ASIA_PACIFIC,5,15270643.3,15.25,7143146.2,4627022.14,-150000,134000.0,716285.77,12677625.81,17152081.97,13.56,16.58,XGBOOST
1422,2025-06-01,ASIA_PACIFIC,6,13410343.42,14.88,8233034.98,5066354.85,-400000,134000.0,766763.32,11692955.84,15819881.43,13.56,16.58,XGBOOST
1423,2025-06-01,ASIA_PACIFIC,7,13448508.37,12.19,7120363.36,5995943.72,-650000,134000.0,696997.43,11200620.86,15153781.16,10.86,13.28,PROPHET
1424,2025-06-01,ASIA_PACIFIC,8,14291078.77,15.2,8966446.27,4598061.21,-150000,134000.0,747838.18,11939123.33,16152931.57,13.56,16.58,PROPHET
1425,2025-06-01,ASIA_PACIFIC,9,7989104.58,29.43,5883004.06,2116544.18,-100000,372000.0,925812.25,6780812.19,9174040.02,26.47,32.35,XGBOOST
1426,2025-06-01,ASIA_PACIFIC,10,7375021.96,29.37,7234811.94,2458282.86,-350000,372000.0,891375.45,6287662.21,8506837.11,26.47,32.35,PROPHET
1427,2025-06-01,ASIA_PACIFIC,11,7132561.68,26.46,5895398.78,2828004.62,-600000,372000.0,818745.37,6041087.22,8173235.65,23.77,29.05,XGBOOST
1428,2025-06-01,ASIA_PACIFIC,12,7727715.75,29.77,7789064.25,2165407.9,-100000,372000.0,939140.61,6410949.71,8673637.84,26.47,32.35,XGBOOST
1429,2025-06-01,LATAM,1,7317115.46,11.01,6681107.12,4095595.25,100000,352000.0,988428.5,6064847.15,8205381.43,9.78,11.96,XGBOOST
1430,2025-06-01,LATAM,2,6514435.72,10.85,7676095.16,4550406.82,-150000,352000.0,735463.01,5554123.18,7514401.94,9.78,11.96,XGBOOST
1431,2025-06-01,LATAM,3,6385717.23,7.97,6673654.56,5259891.53,-400000,352000.0,825441.88,5298761.19,7168912.2,7.08,8.66,XGBOOST
1432,2025-06-01,LATAM,4,6825834.54,10.98,8164676.19,4078180.82,100000,352000.0,952032.25,5681804.17,7687146.82,9.78,11.96,PROPHET
1433,2025-06-01,LATAM,5,7353289.77,20.09,5207122.3,3129572.54,-150000,426000.0,1047336.42,6135786.8,8301358.62,17.91,21.89,XGBOOST
1434,2025-06-01,LATAM,6,6628249.8,19.86,6160313.58,3517334.47,-400000,426000.0,1370647.25,5659220.84,7656592.9,17.91,21.89,XGBOOST
1435,2025-06-01,LATAM,7,6260695.86,16.75,5018044.83,3920713.72,-650000,426000.0,1505143.46,5420937.86,7334210.04,15.21,18.59,PROPHET
1436,2025-06-01,LATAM,8,6684284.36,19.73,6348836.55,3020812.36,-150000,426000.0,1419935.75,5778362.33,7817784.33,17.91,21.89,XGBOOST
1437,2025-06-01,LATAM,9,14359283.66,22.6,7816020.98,6647275.05,-100000,456000.0,941777.97,12102743.66,16374300.25,20.25,24.75,XGBOOST
1438,2025-06-01,LATAM,10,13213409.47,22.51,9581438.61,7696000.21,-350000,456000.0,931822.26,11222544.12,15183442.05,20.25,24.75,XGBOOST
1439,2025-06-01,LATAM,11,12942139.39,19.7,7907252.8,8966486.39,-600000,456000.0,995993.52,10782444.35,14588012.95,17.55,21.45,XGBOOST
1440,2025-06-01,LATAM,12,13419294.36,22.46,9998059.71,6570522.39,-100000,456000.0,850044.53,11442594.01,15481156.6,20.25,24.75,XGBOOST
1441,2025-07-01,NORTH_AMERICA,1,6493073.19,15.84,9559784.57,5442617.07,100000,210000.0,1014234.97,5539213.92,7494230.6,14.28,17.46,XGBOOST
1442,2025-07-01,NORTH_AMERICA,2,5955253.38,15.85,11314961.25,6229511.98,-150000,210000.0,919786.2,5072753.8,6863137.49,14.28,17.46,XGBOOST
1443,2025-07-01,NORTH_AMERICA,3,5622725.52,12.79,9475239.66,6935764.64,-400000,210000.0,1074067.76,4839523.74,6547590.94,11.58,14.16,XGBOOST
1444,2025-07-01,NORTH_AMERICA,4,6176293.69,15.96,11912431.81,5526103.55,100000,210000.0,921242.58,5189368.83,7020910.77,14.28,17.46,XGBOOST
1445,2025-07-01,NORTH_AMERICA,5,5314547.53,20.37,9163926.36,7008281.82,-150000,422000.0,1008437.19,4441153.94,6008620.03,18.18,22.22,XGBOOST
1446,2025-07-01,NORTH_AMERICA,6,4739247.79,20.03,10725376.99,7792308.51,-400000,422000.0,1041816.15,4096209.94,5541931.1,18.18,22.22,XGBOOST
1447,2025-07-01,NORTH_AMERICA,7,4689390.84,17.34,9152243.34,9099151.11,-650000,422000.0,941074.44,3923737.94,5308586.63,15.48,18.92,PROPHET
1448,2025-07-01,NORTH_AMERICA,8,4908512.93,20.18,11352417.8,6873227.07,-150000,422000.0,884580.39,4182445.94,5658603.33,18.18,22.22,XGBOOST
1449,2025-07-01,NORTH_AMERICA,9,9029515.11,22.05,6251314.13,5710055.88,-100000,302000.0,903731.96,7786383.4,10534518.72,19.99,24.43,PROPHET
1450,2025-07-01,NORTH_AMERICA,10,8582793.93,22.33,7915866.59,6828792.52,-350000,302000.0,1161023.64,7220100.97,9768371.9,19.99,24.43,XGBOOST
1451,2025-07-01,NORTH_AMERICA,11,7998698.42,19.02,6215739.8,7570082.24,-600000,302000.0,1070820.93,6936959.76,9385298.49,17.29,21.13,XGBOOST
1452,2025-07-01,NORTH_AMERICA,12,8629350.88,22.17,8177454.33,5771828.3,-100000,302000.0,1012187.35,7361671.58,9959908.6,19.99,24.43,XGBOOST
1453,2025-07-01,EUROPE,1,10229932.49,9.35,7526772.07,8185310.86,100000,298000.0,551295.58,8798548.88,11903919.08,8.47,10.35,XGBOOST
1454,2025-07-01,EUROPE,2,9541946.81,9.44,9059996.05,9527867.32,-150000,298000.0,604686.18,8057618.45,10901483.79,8.47,10.35,PROPHET
1455,2025-07-01,EUROPE,3,9270316.59,6.49,7806854.33,10915583.55,-400000,298000.0,634075.42,7687153.24,10400266.14,5.77,7.05,XGBOOST
1456,2025-07-01,EUROPE,4,9610538.92,9.37,9263144.12,8208121.01,100000,298000.0,724624.8,8242851.06,11152092.61,8.47,10.35,XGBOOST
1457,2025-07-01,EUROPE,5,9655117.48,24.07,2893235.37,4080118.95,-150000,294000.0,722313.86,8161576.22,11042132.53,21.6,26.4,XGBOOST
1458,2025-07-01,EUROPE,6,8852133.19,23.99,3481464.71,4664173.12,-400000,294000.0,801239.5,7527667.38,10184491.17,21.6,26.4,PROPHET
1459,2025-07-01,EUROPE,7,8521495.29,21.05,2890266.2,5298711.27,-650000,294000.0,831188.51,7210712.97,9755670.49,18.9,23.1,PROPHET
1460,2025-07-01,EUROPE,8,9045708.41,24.0,3635732.47,4059040.05,-150000,294000.0,787220.02,7686144.59,10398901.51,21.6,26.4,XGBOOST
1461,2025-07-01,EUROPE,9,8992743.58,23.84,5910927.18,2398134.23,-100000,212000.0,529560.96,7543547.71,10205976.31,21.31,26.05,XGBOOST
1462,2025-07-01,EUROPE,10,8138321.47,23.55,7126251.19,2730583.25,-350000,212000.0,453268.6,6994926.05,9463723.48,21.31,26.05,XGBOOST
1463,2025-07-01,EUROPE,11,7782946.28,20.52,5742143.5,3106208.88,-600000,212000.0,468581.93,6720615.23,9092597.07,18.61,22.75,PROPHET
1464,2025-07-01,EUROPE,12,8263195.5,23.5,7434376.18,2330712.22,-100000,212000.0,579002.08,7132081.47,9649286.69,21.31,26.05,PROPHET
1465,2025-07-01,ASIA_PACIFIC,1,12304551.95,12.86,7126411.52,4658594.17,100000,316000.0,1372161.41,10856464.34,14688157.63,11.79,14.41,XGBOOST
1466,2025-07-01,ASIA_PACIFIC,2,11409372.0,12.94,8527502.46,5390724.22,-150000,316000.0,1189448.0,9942235.76,13451260.15,11.79,14.41,XGBOOST
1467,2025-07-01,ASIA_PACIFIC,3,11125418.02,10.08,7375083.54,6198625.44,-400000,316000.0,1096461.06,9485121.47,12832811.41,9.09,11.11,XGBOOST
1468,2025-07-01,ASIA_PACIFIC,4,11887456.14,13.06,9019214.23,4804095.15,100000,316000.0,1032631.81,10170792.91,13760484.52,11.79,14.41,XGBOOST
1469,2025-07-01,ASIA_PACIFIC,5,8588352.61,19.56,8592006.52,6089147.95,-150000,452000.0,550757.23,7254201.18,9814507.48,17.55,21.45,PROPHET
1470,2025-07-01,ASIA_PACIFIC,6,7732127.3,19.33,10152466.87,6835292.67,-400000,452000.0,754475.28,6690768.08,9052215.63,17.55,21.45,PROPHET
1471,2025-07-01,ASIA_PACIFIC,7,7567365.1,16.53,8568903.49,7894607.3,-650000,452000.0,538831.19,6409051.53,8671069.71,14.85,18.15,XGBOOST
1472,2025-07-01,ASIA_PACIFIC,8,8246701.79,19.75,11065935.96,6208582.27,-150000,452000.0,582683.53,6831626.35,9242788.59,17.55,21.45,XGBOOST
1473,2025-07-01,ASIA_PACIFIC,9,9996995.33,19.83,6036420.81,4434568.99,-100000,422000.0,539365.69,8453959.04,11437709.29,17.8,21.76,XGBOOST
1474,2025-07-01,ASIA_PACIFIC,10,9178110.07,19.73,7382886.08,5122411.83,-350000,422000.0,741963.51,7839125.65,10605875.88,17.8,21.76,XGBOOST
1475,2025-07-01,ASIA_PACIFIC,11,8831711.13,16.75,5985790.1,5863165.17,-600000,422000.0,611957.59,7531708.96,10189959.18,15.1,18.46,PROPHET
1476,2025-07-01,ASIA_PACIFIC,12,9443221.81,19.82,7804827.6,4430588.99,-100000,422000.0,636838.36,7992834.0,10813834.23,17.8,21.76,XGBOOST
1477,2025-07-01,LATAM,1,9308118.82,11.43,3705461.73,5866696.79,100000,490000.0,1368821.81,8109327.88,10971443.61,10.41,12.73,PROPHET
1478,2025-07-01,LATAM,2,8764849.27,11.59,4502771.26,6894019.0,-150000,490000.0,1175069.04,7426437.11,10047532.57,10.41,12.73,XGBOOST
1479,2025-07-01,LATAM,3,8444472.54,8.63,3847675.65,7832388.75,-400000,490000.0,1345571.62,7084991.73,9585577.05,7.71,9.43,PROPHET
1480,2025-07-01,LATAM,4,9082770.76,11.66,4736673.49,6110597.47,100000,490000.0,1295478.14,7597159.81,10278510.33,10.41,12.73,PROPHET
1481,2025-07-01,LATAM,5,9947732.96,23.5,6481710.36,4565813.67,-150000,424000.0,684584.01,8674962.54,11736714.03,21.42,26.18,PROPHET
1482,2025-07-01,LATAM,6,9075576.15,23.37,7761176.53,5193734.33,-400000,424000.0,991949.71,8001179.04,10825124.59,21.42,26.18,XGBOOST
1483,2025-07-01,LATAM,7,8947772.8,20.72,6598971.95,6042938.84,-650000,424000.0,731329.15,7664287.3,10369329.87,18.72,22.88,XGBOOST
1484,2025-07-01,LATAM,8,9587539.46,23.77,8379069.59,4672687.32,-150000,424000.0,989308.53,8169624.92,11053021.95,21.42,26.18,PROPHET
1485,2025-07-01,LATAM,9,9171302.38,22.04,2649665.12,5667316.68,-100000,334000.0,1364511.34,7858458.83,10632032.53,19.92,24.34,XGBOOST
1486,2025-07-01,LATAM,10,8619036.72,22.19,3317275.9,6701075.37,-350000,334000.0,1270215.3,7286934.55,9858793.8,19.92,24.34,XGBOOST
1487,2025-07-01,LATAM,11,8042918.31,18.9,2608196.11,7438159.25,-600000,334000.0,982226.44,7001172.41,9472174.44,17.22,21.04,XGBOOST
1488,2025-07-01,LATAM,12,8826194.45,22.24,3490330.66,5768717.95,-100000,334000.0,1335397.12,7429815.62,10052103.48,19.92,24.34,XGBOOST
1489,2025-08-01,NORTH_AMERICA,1,14670491.95,6.86,4837477.78,6192571.28,100000,312000.0,916464.5,12181963.09,16481479.47,6.1,7.46,XGBOOST
1490,2025-08-01,NORTH_AMERICA,2,13251076.32,6.81,5638719.37,6980295.24,-150000,312000.0,1024837.57,11156113.56,15093565.41,6.1,7.46,XGBOOST
1491,2025-08-01,NORTH_AMERICA,3,12278452.34,3.74,4634079.15,7627108.91,-400000,312000.0,1150085.76,10643188.8,14399608.38,3.4,4.16,XGBOOST
1492,2025-08-01,NORTH_AMERICA,4,13319803.27,6.75,5753694.49,6001471.47,100000,312000.0,1055143.86,11412575.95,15440543.93,6.1,7.46,PROPHET
1493,2025-08-01,NORTH_AMERICA,5,13517145.46,14.67,8956842.66,3699994.84,-150000,434000.0,559248.36,11632495.87,15738082.65,13.28,16.24,XGBOOST
1494,2025-08-01,NORTH_AMERICA,6,12443170.01,14.66,10821534.47,4246768.88,-400000,434000.0,632451.85,10729001.04,14515707.3,13.28,16.24,XGBOOST
1495,2025-08-01,NORTH_AMERICA,7,12354676.32,11.89,9266103.83,4976072.37,-650000,434000.0,535951.0,10277253.63,13904519.62,10.58,12.94,XGBOOST
1496,2025-08-01,NORTH_AMERICA,8,12768759.84,14.69,11348587.43,3711336.56,-150000,434000.0,681082.66,10954874.75,14821301.13,13.28,16.24,PROPHET
1497,2025-08-01,NORTH_AMERICA,9,10715020.09,20.04,4145480.38,3696134.9,-100000,362000.0,887865.51,8877647.27,12010934.54,17.8,21.76,XGBOOST
1498,2025-08-01,NORTH_AMERICA,10,9470256.34,19.56,4880974.02,4110132.87,-350000,362000.0,1015324.71,8232000.19,11137412.02,17.8,21.76,PROPHET
1499,2025-08-01,NORTH_AMERICA,11,9045159.75,16.55,3927938.92,4669564.85,-600000,362000.0,1046320.54,7909176.66,10700650.77,15.1,18.46,PROPHET
1500,2025-08-01,NORTH_AMERICA,12,9991389.08,19.9,5291037.64,3645356.79,-100000,362000.0,941266.21,8393411.96,11355792.65,17.8,21.76,PROPHET
1501,2025-08-01,EUROPE,1,4502253.78,14.58,5860613.79,5832927.51,100000,308000.0,1100985.15,3827455.0,5178321.47,13.12,16.04,XGBOOST
1502,2025-08-01,EUROPE,2,4105915.47,14.55,6897284.74,6638392.27,-150000,308000.0,1517273.98,3505143.0,4742252.29,13.12,16.04,PROPHET
1503,2025-08-01,EUROPE,3,3959243.21,11.62,5898897.15,7548467.17,-400000,308000.0,1495712.72,3343987.0,4524217.7,10.42,12.74,XGBOOST
1504,2025-08-01,EUROPE,4,4358010.82,14.82,7431493.77,6026685.26,100000,308000.0,1314266.05,3585721.0,4851269.59,13.12,16.04,PROPHET
1505,2025-08-01,EUROPE,5,14233457.37,17.23,3130039.99,7173888.7,-150000,236000.0,1516600.13,12369926.06,16735782.32,15.68,19.16,XGBOOST
1506,2025-08-01,EUROPE,6,13026053.87,17.16,3759587.57,8185940.04,-400000,236000.0,1622240.71,11409155.1,15435915.73,15.68,19.16,XGBOOST
1507,2025-08-01,EUROPE,7,13101670.25,14.56,3261083.94,9716505.0,-650000,236000.0,1126315.65,10928769.63,14785982.44,12.98,15.86,PROPHET
1508,2025-08-01,EUROPE,8,13771723.26,17.46,4062102.7,7370517.93,-150000,236000.0,1354606.27,11649347.84,15760882.38,15.68,19.16,PROPHET
1509,2025-08-01,EUROPE,9,18597257.87,23.61,8153372.03,4672473.25,-100000,212000.0,513626.74,15712857.8,21258572.32,21.19,25.89,XGBOOST
1510,2025-08-01,EUROPE,10,17201477.8,23.58,10046550.98,5437546.37,-350000,212000.0,627589.07,14570104.51,19712494.33,21.19,25.89,XGBOOST
1511,2025-08-01,EUROPE,11,15745726.99,20.09,7748500.64,5920603.46,-600000,212000.0,616569.15,13998727.86,18939455.34,18.49,22.59,XGBOOST
1512,2025-08-01,EUROPE,12,17420733.21,23.5,10454129.64,4629389.12,-100000,212000.0,585338.81,14855792.83,20099013.83,21.19,25.89,XGBOOST
1513,2025-08-01,ASIA_PACIFIC,1,5097085.45,15.12,4259149.42,5099502.55,100000,302000.0,941215.4,4402964.83,5956952.42,13.72,16.76,XGBOOST
1514,2025-08-01,ASIA_PACIFIC,2,4562729.82,14.95,4920177.09,5696747.26,-150000,302000.0,923194.96,4032188.85,5455314.32,13.72,16.76,XGBOOST
1515,2025-08-01,ASIA_PACIFIC,3,4651773.76,12.41,4449027.18,6848799.71,-400000,302000.0,926883.26,3846800.86,5204495.27,11.02,13.46,XGBOOST
1516,2025-08-01,ASIA_PACIFIC,4,4921766.45,15.35,5387616.13,5256062.23,100000,302000.0,791393.17,4124882.84,5580723.85,13.72,16.76,PROPHET
1517,2025-08-01,ASIA_PACIFIC,5,12101200.97,17.51,7370299.63,5866639.09,-150000,196000.0,1036473.27,9953750.78,13466839.29,15.5,18.94,XGBOOST
1518,2025-08-01,ASIA_PACIFIC,6,10597150.75,17.06,8470979.63,6405624.41,-400000,196000.0,996979.57,9180643.92,12420871.19,15.5,18.94,XGBOOST
1519,2025-08-01,ASIA_PACIFIC,7,10467223.98,14.3,7215792.24,7466749.82,-650000,196000.0,1076803.48,8794090.49,11897887.14,12.8,15.64,PROPHET
1520,2025-08-01,ASIA_PACIFIC,8,10865637.81,17.09,8876362.42,5593473.86,-150000,196000.0,969455.09,9373920.64,12682363.21,15.5,18.94,XGBOOST
1521,2025-08-01,ASIA_PACIFIC,9,10153317.26,23.55,7029886.35,2685507.39,-100000,262000.0,1201489.34,8897056.26,12037193.76,21.52,26.3,XGBOOST
1522,2025-08-01,ASIA_PACIFIC,10,9688050.87,23.89,8935927.66,3223993.13,-350000,262000.0,1197384.99,8249997.62,11161761.49,21.52,26.3,XGBOOST
1523,2025-08-01,ASIA_PACIFIC,11,9502361.09,21.11,7384795.72,3761449.8,-600000,262000.0,1022427.57,7926468.3,10724045.35,18.82,23.0,XGBOOST
1524,2025-08-01,ASIA_PACIFIC,12,9884431.24,23.9,9367530.95,2765218.32,-100000,262000.0,911936.1,8411762.28,11380619.56,21.52,26.3,XGBOOST
1525,2025-08-01,LATAM,1,11240970.93,8.01,5690175.14,2619585.98,100000,248000.0,1030131.01,9605283.67,12995383.79,7.23,8.83,PROPHET
1526,2025-08-01,LATAM,2,10279103.15,8.0,6714784.09,2989374.71,-150000,248000.0,1532773.18,8796417.68,11901035.68,7.23,8.83,PROPHET
1527,2025-08-01,LATAM,3,10062543.47,5.08,5830087.75,3450853.99,-400000,248000.0,1313137.81,8391984.68,11353861.63,4.53,5.53,PROPHET
1528,2025-08-01,LATAM,4,10684551.29,8.07,7085210.85,2657778.11,100000,248000.0,1404496.17,8998634.18,12174622.71,7.23,8.83,XGBOOST
1529,2025-08-01,LATAM,5,11120040.09,17.87,4487991.12,3212554.52,-150000,288000.0,891312.01,9287185.79,12565016.07,15.94,19.48,XGBOOST
1530,2025-08-01,LATAM,6,10230819.94,17.84,5419309.22,3685242.36,-400000,288000.0,701460.5,8565850.97,11589092.49,15.94,19.48,XGBOOST
1531,2025-08-01,LATAM,7,9585693.28,14.66,4378899.69,4074805.34,-650000,288000.0,843482.87,8205183.56,11101130.7,13.24,16.18,XGBOOST
1532,2025-08-01,LATAM,8,10130640.11,17.57,5484103.66,3107753.26,-150000,288000.0,717035.91,8746184.68,11833073.39,15.94,19.48,XGBOOST
1533,2025-08-01,LATAM,9,5046406.79,25.16,7557406.07,6952571.78,-100000,258000.0,1580012.6,4325103.72,5851610.92,22.73,27.79,PROPHET
1534,2025-08-01,LATAM,10,4804495.74,25.49,9585200.49,8328184.56,-350000,258000.0,1528889.24,4010550.72,5426039.21,22.73,27.79,XGBOOST
1535,2025-08-01,LATAM,11,4507878.12,22.2,7577558.14,9294814.72,-600000,258000.0,1192311.71,3853274.22,5213253.36,20.03,24.49,XGBOOST
1536,2025-08-01,LATAM,12,4687747.06,24.94,9609212.06,6831038.64,-100000,258000.0,1395947.89,4089188.97,5532432.14,22.73,27.79,XGBOOST
1537,2025-09-01,NORTH_AMERICA,1,12309041.63,12.15,4303415.86,6357195.69,100000,256000.0,733844.21,10585615.78,14321715.47,11.0,13.44,XGBOOST
